Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2008,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2009,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2010,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2011,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2012,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2013,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2014,1,New
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2015,1,In
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2016,0,Exit
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2017,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2018,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2019,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2020,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2021,0,Not Included
christian siriano,Contemporary,9,2,2008,16,16,10 to 20 Years,2022,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2004,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2005,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2006,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2007,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2008,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2009,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2010,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2011,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2012,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2013,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2014,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2015,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2016,0,Not Included
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2017,1,New
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2018,1,In
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2019,1,In
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2020,1,In
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2021,1,In
cinq à sept,Contemporary,6,6,2016,8,8,5 to 10 Years,2022,1,In
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2004,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2005,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2006,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2007,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2008,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2009,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2010,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2011,1,New
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2012,0,Exit
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2013,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2014,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2015,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2016,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2017,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2018,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2019,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2020,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2021,0,Not Included
cinzia rocca,Contemporary,12,1,1953,71,71,50 to 100 Years,2022,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2004,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2005,1,New
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2006,1,In
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2007,0,Exit
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2008,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2009,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2010,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2011,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2012,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2013,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2014,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2015,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2016,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2017,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2018,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2019,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2020,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2021,0,Not Included
class roberto cavalli,Contemporary,18,2,1970,54,54,50 to 100 Years,2022,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2004,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2005,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2006,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2007,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2008,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2009,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2010,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2011,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2012,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2013,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2014,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2015,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2016,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2017,0,Not Included
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2018,1,New
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2019,1,In
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2020,1,In
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2021,0,Exit
coach,Contemporary,5,4,1941,83,83,50 to 100 Years,2022,1,New
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2004,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2005,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2006,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2007,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2008,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2009,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2010,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2011,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2012,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2013,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2014,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2015,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2016,1,New
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2017,1,In
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2018,0,Exit
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2019,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2020,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2021,0,Not Included
coach 1941,Contemporary,7,2,1941,83,83,50 to 100 Years,2022,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2004,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2005,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2006,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2007,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2008,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2009,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2010,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2011,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2012,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2013,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2014,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2015,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2016,1,New
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2017,1,In
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2018,0,Exit
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2019,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2020,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2021,0,Not Included
coach new york,Contemporary,7,2,1941,83,83,50 to 100 Years,2022,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2004,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2005,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2006,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2007,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2008,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2009,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2010,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2011,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2012,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2013,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2014,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2015,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2016,1,New
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2017,0,Exit
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2018,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2019,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2020,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2021,0,Not Included
common projects,Contemporary,7,1,2004,20,20,10 to 20 Years,2022,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2004,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2005,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2006,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2007,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2008,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2009,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2010,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2011,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2012,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2013,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2014,1,New
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2015,1,In
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2016,0,Exit
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2017,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2018,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2019,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2020,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2021,0,Not Included
costume national,Contemporary,9,2,1986,38,38,20 to 50 Years,2022,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2004,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2005,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2006,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2007,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2008,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2009,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2010,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2011,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2012,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2013,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2014,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2015,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2016,1,New
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2017,0,Exit
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2018,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2019,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2020,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2021,0,Not Included
creatures of the wind,Contemporary,7,1,2008,16,16,10 to 20 Years,2022,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2004,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2005,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2006,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2007,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2008,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2009,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2010,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2011,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2012,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2013,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2014,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2015,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2016,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2017,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2018,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2019,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2020,0,Not Included
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2021,1,New
cult gaia,Contemporary,2,2,2012,12,12,10 to 20 Years,2022,1,In
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2004,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2005,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2006,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2007,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2008,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2009,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2010,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2011,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2012,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2013,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2014,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2015,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2016,0,Not Included
cupcakes and cashmere,Contemporary,5,2,2012,12,12,10 to 20 Years,2017,0,Not Included
