Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status
splits59,Contemporary,11,1,2008,16,16,10 to 20 Years,2021,0,Not Included
splits59,Contemporary,11,1,2008,16,16,10 to 20 Years,2022,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2004,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2005,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2006,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2007,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2008,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2009,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2010,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2011,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2012,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2013,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2014,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2015,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2016,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2017,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2018,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2019,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2020,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2021,0,Not Included
sprwmn,Contemporary,1,1,2016,8,8,5 to 10 Years,2022,1,New
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2004,0,Not Included
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2005,1,New
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2006,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2007,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2008,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2009,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2010,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2011,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2012,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2013,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2014,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2015,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2016,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2017,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2018,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2019,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2020,1,In
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2021,0,Exit
st. john,Contemporary,18,16,1962,62,62,50 to 100 Years,2022,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2004,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2005,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2006,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2007,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2008,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2009,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2010,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2011,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2012,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2013,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2014,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2015,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2016,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2017,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2018,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2019,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2020,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2021,0,Not Included
stand studio,Contemporary,1,1,2014,10,10,5 to 10 Years,2022,1,New
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2004,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2005,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2006,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2007,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2008,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2009,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2010,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2011,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2012,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2013,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2014,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2015,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2016,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2017,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2018,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2019,0,Not Included
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2020,1,New
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2021,1,In
staud,Contemporary,3,3,2015,9,9,5 to 10 Years,2022,1,In
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2004,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2005,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2006,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2007,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2008,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2009,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2010,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2011,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2012,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2013,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2014,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2015,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2016,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2017,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2018,0,Not Included
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2019,1,New
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2020,1,In
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2021,1,In
stine goya,Contemporary,4,4,2006,18,18,10 to 20 Years,2022,1,In
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2004,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2005,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2006,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2007,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2008,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2009,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2010,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2011,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2012,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2013,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2014,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2015,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2016,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2017,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2018,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2019,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2020,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2021,0,Not Included
strathberry,Contemporary,1,1,2013,11,11,10 to 20 Years,2022,1,New
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2004,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2005,1,New
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2006,1,In
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2007,0,Exit
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2008,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2009,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2010,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2011,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2012,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2013,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2014,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2015,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2016,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2017,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2018,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2019,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2020,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2021,0,Not Included
strenesse gabriele strehle,Contemporary,18,2,1949,75,75,50 to 100 Years,2022,0,Not Included
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2004,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2005,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2006,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2007,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2008,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2009,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2010,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2011,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2012,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2013,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2014,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2015,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2016,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2017,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2018,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2019,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2020,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2021,1,In
stuart weitzman,Contemporary,19,19,1986,38,38,20 to 50 Years,2022,1,In
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2004,1,In
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2005,0,Exit
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2006,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2007,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2008,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2009,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2010,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2011,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2012,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2013,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2014,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2015,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2016,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2017,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2018,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2019,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2020,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2021,0,Not Included
stubbs & wootton,Contemporary,19,1,1993,31,31,20 to 50 Years,2022,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2004,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2005,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2006,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2007,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2008,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2009,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2010,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2011,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2012,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2013,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2014,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2015,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2016,1,New
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2017,0,Exit
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2018,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2019,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2020,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2021,0,Not Included
suno,Contemporary,7,1,2008,16,16,10 to 20 Years,2022,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2004,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2005,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2006,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2007,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2008,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2009,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2010,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2011,1,New
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2012,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2013,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2014,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2015,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2016,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2017,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2018,1,In
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2019,0,Exit
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2020,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2021,0,Not Included
t by alexander wang,Contemporary,12,8,2009,15,15,10 to 20 Years,2022,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2004,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2005,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2006,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2007,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2008,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2009,0,Not Included
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2010,1,New
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2011,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2012,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2013,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2014,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2015,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2016,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2017,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2018,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2019,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2020,1,In
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2021,0,Exit
tadashi shoji,Contemporary,13,12,1982,42,42,20 to 50 Years,2022,1,New
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2004,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2005,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2006,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2007,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2008,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2009,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2010,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2011,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2012,0,Not Included
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2013,1,New
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2014,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2015,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2016,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2017,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2018,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2019,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2020,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2021,1,In
talbot runhof,Contemporary,10,10,1992,32,32,20 to 50 Years,2022,1,In
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2004,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2005,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2006,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2007,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2008,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2009,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2010,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2011,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2012,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2013,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2014,1,New
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2015,1,In
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2016,0,Exit
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2017,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2018,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2019,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2020,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2021,0,Not Included
tamara mellon,Contemporary,9,2,2016,8,8,5 to 10 Years,2022,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2004,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2005,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2006,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2007,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2008,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2009,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2010,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2011,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2012,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2013,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2014,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2015,0,Not Included
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2016,1,New
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2017,1,In
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2018,1,In
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2019,1,In
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2020,1,In
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2021,1,In
tanya taylor,Contemporary,7,7,2012,12,12,10 to 20 Years,2022,1,In
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2004,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2005,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2006,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2007,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2008,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2009,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2010,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2011,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2012,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2013,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2014,1,New
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2015,1,In
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2016,1,In
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2017,0,Exit
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2018,0,Not Included
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2019,1,New
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2020,1,In
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2021,0,Exit
ted baker london,Contemporary,9,5,1988,36,36,20 to 50 Years,2022,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2004,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2005,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2006,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2007,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2008,1,New
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2009,0,Exit
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2010,1,New
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2011,1,In
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2012,1,In
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2013,1,In
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2014,0,Exit
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2015,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2016,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2017,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2018,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2019,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2020,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2021,0,Not Included
thakoon,Contemporary,15,5,2004,20,20,10 to 20 Years,2022,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2004,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2005,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2006,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2007,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2008,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2009,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2010,0,Not Included
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2011,1,New
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2012,1,In
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2013,0,Exit
thakoon addition,Contemporary,12,5,2012,12,12,10 to 20 Years,2014,1,New
